Year,Units,Disaggregation,Region,GeoCode,Value
2014,%,,,,14.9
2015,%,,,,15
2018,%,,,,14.1
2017,%,,,,13.8
2008,%,Direct,,,2.5
2009,%,Direct,,,2.65
2010,%,Direct,,,2.6
2011,%,Direct,,,2.9
2012,%,Direct,,,2.85
2013,%,Direct,,,3
2014,%,Direct,,,2.95
2015,%,Direct,,,3.32
2016,%,Direct,,,3
2017,%,Direct,,,2.9
2018,%,Direct,,,3
