Year,Units,Disaggregation,Region,GeoCode,Value
2004,%,,,,26.3889
2005,%,,,,25
2006,%,,,,26.9231
2007,%,,,,26.9231
2008,%,,,,26.9231
2009,%,,,,26.9231
2010,%,,,,26.8657
2011,%,,,,24.359
2012,%,,,,24.359
2013,%,,,,24.359
2014,%,,,,25.641
2015,%,,,,41.3462
2016,%,,,,41.3462
2017,%,,,,41.3462
2018,%,,,,46.1538
