Year,Units,Disaggregation,Region,GeoCode,Value
2010,Mio USD,,,,1
2018,Mio USD,,,,77
2010,Mio USD,Electricity,,,1
2017,Mio USD,Total,,,51
2017,Mio USD,Electricity,,,51
2018,Mio USD,Electricity,,,77
