Year,Units,Disaggregation,Region,GeoCode,Value
2008,%,,,,1.1
2009,%,,,,-1.2
2010,%,,,,4.5
2011,%,,,,3.5
2012,%,,,,3.1
2013,%,,,,3.7
2014,%,,,,4.4
2015,%,,,,4.1
2016,%,,,,-1.2
2017,%,,,,-2.8
2021,%,NDP5 Target,,,6.2
