Year,Units,Disaggregation,Region,GeoCode,Value
2000,%,Total,,,23.6
2000,%,Female,,,23.9
2000,%,Male,,,23.3
2000,%,Urban,,,22.0
2000,%,Rural,,,24.2
2006,%,Total,,,29.0
2006,%,Female,,,26.4
2006,%,Male,,,31.5
2006,%,Urban,,,23.8
2006,%,Rural,,,31.4
2013,%,Total,,,23.8
2013,%,Female,,,21.0
2013,%,Male,,,26.6
2013,%,Urban,,,16.7
2013,%,Rural,,,27.8
2018,%,NDP5  Target,,,22.0
