Year,Units,Disaggregation,Region,GeoCode,Value
2014,,Freedom of Expression and Belief (D),,,0.875
2014,,Rule of Law (F),,,0.6875
2015,,Freedom of Expression and Belief (D),,,0.875
2015,,Rule of Law (F),,,0.6875
2016,,Freedom of Expression and Belief (D),,,0.875
2016,,Rule of Law (F),,,0.6875
2017,,Freedom of Expression and Belief (D),,,0.875
2017,,Rule of Law (F),,,0.6875
2018,,Freedom of Expression and Belief (D),,,0.875
2018,,Rule of Law (F),,,0.6875
