Year,Units,Disaggregation,Region,GeoCode,Value
2002,sqkm,Permanent Water Body (5y average),Khomas,6.0,2.7757
2002,sqkm,Permanent Water Body (5y average),Kunene,7.0,22.80336
2002,sqkm,Permanent Water Body (5y average),Ohangwena,8.0,0.01316
2002,sqkm,Permanent Water Body (5y average),Omaheke,9.0,0.19025999999999998
2002,sqkm,Permanent Water Body (5y average),Omusati,10.0,15.78706
2002,sqkm,Permanent Water Body (5y average),Oshana,11.0,1.3073
2002,sqkm,Permanent Water Body (5y average),Oshikoto,12.0,0.24472
2002,sqkm,Permanent Water Body (5y average),Otjozondjupa,13.0,8.40472
2002,sqkm,Permanent Water Body (5y average),Zambezi,14.0,31.675340000000002
2003,sqkm,Permanent Water Body (5y average),,,258.94777999999997
2003,sqkm,Permanent Water Body (5y average),!Karas,1.0,54.50014
2003,sqkm,Permanent Water Body (5y average),Erongo,2.0,58.7124
2003,sqkm,Permanent Water Body (5y average),Hardap,3.0,38.06692
2003,sqkm,Permanent Water Body (5y average),Kavango East,4.0,18.99314
2003,sqkm,Permanent Water Body (5y average),Kavango West,5.0,6.33146
2003,sqkm,Permanent Water Body (5y average),Khomas,6.0,2.4815
2003,sqkm,Permanent Water Body (5y average),Kunene,7.0,23.18974
2003,sqkm,Permanent Water Body (5y average),Ohangwena,8.0,0.0147
2003,sqkm,Permanent Water Body (5y average),Omaheke,9.0,0.1773
2003,sqkm,Permanent Water Body (5y average),Omusati,10.0,15.37924
2003,sqkm,Permanent Water Body (5y average),Oshana,11.0,1.26362
2003,sqkm,Permanent Water Body (5y average),Oshikoto,12.0,0.31446
2003,sqkm,Permanent Water Body (5y average),Otjozondjupa,13.0,7.98402
2003,sqkm,Permanent Water Body (5y average),Zambezi,14.0,31.539140000000003
2004,sqkm,Permanent Water Body (5y average),,,259.65652
2004,sqkm,Permanent Water Body (5y average),!Karas,1.0,53.5669
2004,sqkm,Permanent Water Body (5y average),Erongo,2.0,60.29716
2004,sqkm,Permanent Water Body (5y average),Hardap,3.0,37.34212
2004,sqkm,Permanent Water Body (5y average),Kavango East,4.0,18.91432
2004,sqkm,Permanent Water Body (5y average),Kavango West,5.0,6.35112
2004,sqkm,Permanent Water Body (5y average),Khomas,6.0,2.74586
2004,sqkm,Permanent Water Body (5y average),Kunene,7.0,23.38726
2004,sqkm,Permanent Water Body (5y average),Ohangwena,8.0,0.01554
2004,sqkm,Permanent Water Body (5y average),Omaheke,9.0,0.17165999999999998
2004,sqkm,Permanent Water Body (5y average),Omusati,10.0,14.87372
2004,sqkm,Permanent Water Body (5y average),Oshana,11.0,1.6843400000000002
2004,sqkm,Permanent Water Body (5y average),Oshikoto,12.0,0.24472
2004,sqkm,Permanent Water Body (5y average),Otjozondjupa,13.0,8.24162
2004,sqkm,Permanent Water Body (5y average),Zambezi,14.0,31.82018
2005,sqkm,Permanent Water Body (5y average),,,258.50748
2005,sqkm,Permanent Water Body (5y average),!Karas,1.0,52.42222
2005,sqkm,Permanent Water Body (5y average),Erongo,2.0,62.68048
2005,sqkm,Permanent Water Body (5y average),Hardap,3.0,36.62774
2005,sqkm,Permanent Water Body (5y average),Kavango East,4.0,18.80484
2005,sqkm,Permanent Water Body (5y average),Kavango West,5.0,6.37174
2005,sqkm,Permanent Water Body (5y average),Khomas,6.0,2.43854
2005,sqkm,Permanent Water Body (5y average),Kunene,7.0,23.81084
2005,sqkm,Permanent Water Body (5y average),Ohangwena,8.0,0.01672
2005,sqkm,Permanent Water Body (5y average),Omaheke,9.0,0.14887999999999998
2005,sqkm,Permanent Water Body (5y average),Omusati,10.0,14.46694
2005,sqkm,Permanent Water Body (5y average),Oshana,11.0,1.80436
2005,sqkm,Permanent Water Body (5y average),Oshikoto,12.0,0.15325999999999998
2005,sqkm,Permanent Water Body (5y average),Otjozondjupa,13.0,7.12604
2005,sqkm,Permanent Water Body (5y average),Zambezi,14.0,31.63488
2006,sqkm,Permanent Water Body (5y average),,,263.55106
2006,sqkm,Permanent Water Body (5y average),!Karas,1.0,53.30004
2006,sqkm,Permanent Water Body (5y average),Erongo,2.0,63.92546
2006,sqkm,Permanent Water Body (5y average),Hardap,3.0,37.1414
2006,sqkm,Permanent Water Body (5y average),Kavango East,4.0,18.9455
2006,sqkm,Permanent Water Body (5y average),Kavango West,5.0,6.450819999999999
2006,sqkm,Permanent Water Body (5y average),Khomas,6.0,3.01376
2006,sqkm,Permanent Water Body (5y average),Kunene,7.0,23.91816
2006,sqkm,Permanent Water Body (5y average),Ohangwena,8.0,0.01842
2006,sqkm,Permanent Water Body (5y average),Omaheke,9.0,0.2244
2006,sqkm,Permanent Water Body (5y average),Omusati,10.0,14.17304
2006,sqkm,Permanent Water Body (5y average),Oshana,11.0,2.2637400000000003
2006,sqkm,Permanent Water Body (5y average),Oshikoto,12.0,0.17786
2006,sqkm,Permanent Water Body (5y average),Otjozondjupa,13.0,8.10856
2006,sqkm,Permanent Water Body (5y average),Zambezi,14.0,31.8899
2007,sqkm,Permanent Water Body (5y average),,,264.52324
2007,sqkm,Permanent Water Body (5y average),!Karas,1.0,52.92236
2007,sqkm,Permanent Water Body (5y average),Erongo,2.0,64.62312
2007,sqkm,Permanent Water Body (5y average),Hardap,3.0,36.27328
2007,sqkm,Permanent Water Body (5y average),Kavango East,4.0,19.10548
2007,sqkm,Permanent Water Body (5y average),Kavango West,5.0,6.5343599999999995
2007,sqkm,Permanent Water Body (5y average),Khomas,6.0,3.19532
2007,sqkm,Permanent Water Body (5y average),Kunene,7.0,23.98686
2007,sqkm,Permanent Water Body (5y average),Ohangwena,8.0,0.01944
2007,sqkm,Permanent Water Body (5y average),Omaheke,9.0,0.25442
2007,sqkm,Permanent Water Body (5y average),Omusati,10.0,13.77852
2007,sqkm,Permanent Water Body (5y average),Oshana,11.0,2.6553400000000003
2007,sqkm,Permanent Water Body (5y average),Oshikoto,12.0,0.17194
2007,sqkm,Permanent Water Body (5y average),Otjozondjupa,13.0,8.75666
2007,sqkm,Permanent Water Body (5y average),Zambezi,14.0,32.246140000000004
2008,sqkm,Permanent Water Body (5y average),,,271.73344
2008,sqkm,Permanent Water Body (5y average),!Karas,1.0,53.573440000000005
2008,sqkm,Permanent Water Body (5y average),Erongo,2.0,65.57715999999999
2008,sqkm,Permanent Water Body (5y average),Hardap,3.0,37.13232
2008,sqkm,Permanent Water Body (5y average),Kavango East,4.0,19.27262
2008,sqkm,Permanent Water Body (5y average),Kavango West,5.0,6.662380000000001
2008,sqkm,Permanent Water Body (5y average),Khomas,6.0,3.69976
2008,sqkm,Permanent Water Body (5y average),Kunene,7.0,23.7425
2008,sqkm,Permanent Water Body (5y average),Ohangwena,8.0,0.021480000000000003
2008,sqkm,Permanent Water Body (5y average),Omaheke,9.0,0.29002
2008,sqkm,Permanent Water Body (5y average),Omusati,10.0,13.36902
2008,sqkm,Permanent Water Body (5y average),Oshana,11.0,3.14038
2008,sqkm,Permanent Water Body (5y average),Oshikoto,12.0,0.09644
2008,sqkm,Permanent Water Body (5y average),Otjozondjupa,13.0,10.23586
2008,sqkm,Permanent Water Body (5y average),Zambezi,14.0,34.92006
2009,sqkm,Permanent Water Body (5y average),,,278.80904
2009,sqkm,Permanent Water Body (5y average),!Karas,1.0,53.6003
2009,sqkm,Permanent Water Body (5y average),Erongo,2.0,65.67728000000001
2009,sqkm,Permanent Water Body (5y average),Hardap,3.0,38.131040000000006
2009,sqkm,Permanent Water Body (5y average),Kavango East,4.0,19.440739999999998
2009,sqkm,Permanent Water Body (5y average),Kavango West,5.0,6.7016
2009,sqkm,Permanent Water Body (5y average),Khomas,6.0,3.7005199999999996
2009,sqkm,Permanent Water Body (5y average),Kunene,7.0,23.59858
2009,sqkm,Permanent Water Body (5y average),Ohangwena,8.0,0.02576
2009,sqkm,Permanent Water Body (5y average),Omaheke,9.0,0.32432
2009,sqkm,Permanent Water Body (5y average),Omusati,10.0,13.20974
2009,sqkm,Permanent Water Body (5y average),Oshana,11.0,4.11408
2009,sqkm,Permanent Water Body (5y average),Oshikoto,12.0,0.09834
2009,sqkm,Permanent Water Body (5y average),Otjozondjupa,13.0,11.40188
2009,sqkm,Permanent Water Body (5y average),Zambezi,14.0,38.784859999999995
2010,sqkm,Permanent Water Body (5y average),,,295.50257999999997
2010,sqkm,Permanent Water Body (5y average),!Karas,1.0,53.760180000000005
2010,sqkm,Permanent Water Body (5y average),Erongo,2.0,66.609
2010,sqkm,Permanent Water Body (5y average),Hardap,3.0,39.04984
2010,sqkm,Permanent Water Body (5y average),Kavango East,4.0,19.661739999999998
2010,sqkm,Permanent Water Body (5y average),Kavango West,5.0,6.7064
2010,sqkm,Permanent Water Body (5y average),Khomas,6.0,3.7947800000000003
2010,sqkm,Permanent Water Body (5y average),Kunene,7.0,23.47296
2010,sqkm,Permanent Water Body (5y average),Ohangwena,8.0,0.02866
2010,sqkm,Permanent Water Body (5y average),Omaheke,9.0,0.33655999999999997
2010,sqkm,Permanent Water Body (5y average),Omusati,10.0,12.95016
2010,sqkm,Permanent Water Body (5y average),Oshana,11.0,4.39
2010,sqkm,Permanent Water Body (5y average),Oshikoto,12.0,0.10898
2010,sqkm,Permanent Water Body (5y average),Otjozondjupa,13.0,12.095
2010,sqkm,Permanent Water Body (5y average),Zambezi,14.0,52.53832
2011,sqkm,Permanent Water Body (5y average),,,312.50886
2011,sqkm,Permanent Water Body (5y average),!Karas,1.0,53.463440000000006
2011,sqkm,Permanent Water Body (5y average),Erongo,2.0,67.73214
2011,sqkm,Permanent Water Body (5y average),Hardap,3.0,39.34178
2011,sqkm,Permanent Water Body (5y average),Kavango East,4.0,19.678620000000002
2011,sqkm,Permanent Water Body (5y average),Kavango West,5.0,6.75122
2011,sqkm,Permanent Water Body (5y average),Khomas,6.0,3.8733
2011,sqkm,Permanent Water Body (5y average),Kunene,7.0,23.60418
2011,sqkm,Permanent Water Body (5y average),Ohangwena,8.0,0.04096
2011,sqkm,Permanent Water Body (5y average),Omaheke,9.0,0.3326
2011,sqkm,Permanent Water Body (5y average),Omusati,10.0,12.55516
2011,sqkm,Permanent Water Body (5y average),Oshana,11.0,5.02462
2011,sqkm,Permanent Water Body (5y average),Oshikoto,12.0,0.11548
2011,sqkm,Permanent Water Body (5y average),Otjozondjupa,13.0,12.14708
2011,sqkm,Permanent Water Body (5y average),Zambezi,14.0,67.84828
2012,sqkm,Permanent Water Body (5y average),,,332.1081
2012,sqkm,Permanent Water Body (5y average),!Karas,1.0,53.7244
2012,sqkm,Permanent Water Body (5y average),Erongo,2.0,67.88248
2012,sqkm,Permanent Water Body (5y average),Hardap,3.0,40.528459999999995
2012,sqkm,Permanent Water Body (5y average),Kavango East,4.0,19.800060000000002
2012,sqkm,Permanent Water Body (5y average),Kavango West,5.0,6.744160000000001
2012,sqkm,Permanent Water Body (5y average),Khomas,6.0,4.30604
2012,sqkm,Permanent Water Body (5y average),Kunene,7.0,23.65532
2012,sqkm,Permanent Water Body (5y average),Ohangwena,8.0,0.053939999999999995
2012,sqkm,Permanent Water Body (5y average),Omaheke,9.0,0.3844
2012,sqkm,Permanent Water Body (5y average),Omusati,10.0,12.085
2012,sqkm,Permanent Water Body (5y average),Oshana,11.0,6.201280000000001
2012,sqkm,Permanent Water Body (5y average),Oshikoto,12.0,0.17684
2012,sqkm,Permanent Water Body (5y average),Otjozondjupa,13.0,12.84314
2012,sqkm,Permanent Water Body (5y average),Zambezi,14.0,83.72258000000001
2013,sqkm,Permanent Water Body (5y average),,,337.668
2013,sqkm,Permanent Water Body (5y average),!Karas,1.0,52.90996
2013,sqkm,Permanent Water Body (5y average),Erongo,2.0,67.33476
2013,sqkm,Permanent Water Body (5y average),Hardap,3.0,39.17982
2013,sqkm,Permanent Water Body (5y average),Kavango East,4.0,19.78306
2013,sqkm,Permanent Water Body (5y average),Kavango West,5.0,6.630839999999999
2013,sqkm,Permanent Water Body (5y average),Khomas,6.0,4.19344
2013,sqkm,Permanent Water Body (5y average),Kunene,7.0,23.309060000000002
2013,sqkm,Permanent Water Body (5y average),Ohangwena,8.0,0.05872
2013,sqkm,Permanent Water Body (5y average),Omaheke,9.0,0.36398
2013,sqkm,Permanent Water Body (5y average),Omusati,10.0,10.82456
2013,sqkm,Permanent Water Body (5y average),Oshana,11.0,5.85554
2013,sqkm,Permanent Water Body (5y average),Oshikoto,12.0,0.17464000000000002
2013,sqkm,Permanent Water Body (5y average),Otjozondjupa,13.0,11.67302
2013,sqkm,Permanent Water Body (5y average),Zambezi,14.0,95.3766
2014,sqkm,Permanent Water Body (5y average),,,344.7002
2014,sqkm,Permanent Water Body (5y average),!Karas,1.0,52.601519999999994
2014,sqkm,Permanent Water Body (5y average),Erongo,2.0,67.06044
2014,sqkm,Permanent Water Body (5y average),Hardap,3.0,38.21434
2014,sqkm,Permanent Water Body (5y average),Kavango East,4.0,19.84838
2014,sqkm,Permanent Water Body (5y average),Kavango West,5.0,6.5853
2014,sqkm,Permanent Water Body (5y average),Khomas,6.0,4.19764
2014,sqkm,Permanent Water Body (5y average),Kunene,7.0,23.23496
2014,sqkm,Permanent Water Body (5y average),Ohangwena,8.0,0.06196
2014,sqkm,Permanent Water Body (5y average),Omaheke,9.0,0.36754000000000003
2014,sqkm,Permanent Water Body (5y average),Omusati,10.0,9.291160000000001
2014,sqkm,Permanent Water Body (5y average),Oshana,11.0,5.63936
2014,sqkm,Permanent Water Body (5y average),Oshikoto,12.0,0.16088
2014,sqkm,Permanent Water Body (5y average),Otjozondjupa,13.0,12.35684
2014,sqkm,Permanent Water Body (5y average),Zambezi,14.0,105.07988
2015,sqkm,Permanent Water Body (5y average),,,336.19338
2015,sqkm,Permanent Water Body (5y average),!Karas,1.0,51.842040000000004
2015,sqkm,Permanent Water Body (5y average),Erongo,2.0,66.98194000000001
2015,sqkm,Permanent Water Body (5y average),Hardap,3.0,37.42328
2015,sqkm,Permanent Water Body (5y average),Kavango East,4.0,19.836679999999998
2015,sqkm,Permanent Water Body (5y average),Kavango West,5.0,6.55422
2015,sqkm,Permanent Water Body (5y average),Khomas,6.0,4.1877
2015,sqkm,Permanent Water Body (5y average),Kunene,7.0,23.10324
2015,sqkm,Permanent Water Body (5y average),Ohangwena,8.0,0.06044
2015,sqkm,Permanent Water Body (5y average),Omaheke,9.0,0.41428000000000004
2015,sqkm,Permanent Water Body (5y average),Omusati,10.0,8.58036
2015,sqkm,Permanent Water Body (5y average),Oshana,11.0,4.512980000000001
2015,sqkm,Permanent Water Body (5y average),Oshikoto,12.0,0.12925999999999999
2015,sqkm,Permanent Water Body (5y average),Otjozondjupa,13.0,11.26004
2015,sqkm,Permanent Water Body (5y average),Zambezi,14.0,101.30691999999999
