Year,Units,Disaggregation,Region,GeoCode,Value
2004,%,,,,32.11
2005,%,,,,32.06
2006,%,,,,32.86
2007,%,,,,32.77
2008,%,,,,27.03
2009,%,,,,27.08
2010,%,,,,26.37
2011,%,,,,27.94
2012,%,,,,28.56
2013,%,,,,28.27
2014,%,,,,27.62
2015,%,,,,26.47
